timestamp;lightsource;activity;activity_desc
22-9-2025 0:00;D;1;
22-9-2025 1:00;D;1;
22-9-2025 2:00;D;1;
22-9-2025 3:00;D;1;
22-9-2025 4:00;D;1;
22-9-2025 5:00;D;1;
22-9-2025 6:00;D+L;1;
22-9-2025 7:00;L+I;2;
22-9-2025 8:00;E+I;2;also 4
22-9-2025 9:00;E+I;5;
22-9-2025 10:00;E+I;5;
22-9-2025 11:00;E+I;5;
22-9-2025 12:00;E+I;5;
22-9-2025 13:00;E+I;5;
22-9-2025 14:00;E+O;5;
22-9-2025 15:00;L+O;8;indoor class, also 4
22-9-2025 16:00;L+O;8;indoor class, also 4
22-9-2025 17:00;O;7;
22-9-2025 18:00;L+I;2;
22-9-2025 19:00;L+I;2;
22-9-2025 20:00;L;2;
22-9-2025 21:00;L+E;2;
22-9-2025 22:00;L+D;2;also 1
22-9-2025 23:00;D;1;
23-9-2025 0:00;D;1;
23-9-2025 1:00;D;1;
23-9-2025 2:00;D;1;
23-9-2025 3:00;D;1;
23-9-2025 4:00;D;1;
23-9-2025 5:00;D;1;
23-9-2025 6:00;D+L;1;
23-9-2025 7:00;L+I;2;
23-9-2025 8:00;L+I+E;5;
23-9-2025 9:00;O+L;4;also 5
23-9-2025 10:00;;;off
23-9-2025 11:00;O+E+I;4;also 5
23-9-2025 12:00;E+I;5;
23-9-2025 13:00;E+I;5;
23-9-2025 14:00;E+I;5;
23-9-2025 15:00;E+I;5;
23-9-2025 16:00;E+I;5;
23-9-2025 17:00;O;4;
23-9-2025 18:00;L+I;2;
23-9-2025 19:00;L;2;
23-9-2025 20:00;L;2;
23-9-2025 21:00;L+E;5;
23-9-2025 22:00;L+E;2;
23-9-2025 23:00;D;1;
24-9-2025 0:00;D;1;
24-9-2025 1:00;D;1;
24-9-2025 2:00;D;1;
24-9-2025 3:00;D;1;
24-9-2025 4:00;D;1;
24-9-2025 5:00;D;1;
24-9-2025 6:00;D+L;1;
24-9-2025 7:00;L+I;2;
24-9-2025 8:00;L+O;4;also 2
24-9-2025 9:00;E+L;5;
24-9-2025 10:00;E+L;5;
24-9-2025 11:00;E+L;5;
24-9-2025 12:00;;;no glasses
24-9-2025 13:00;E+I;2;
24-9-2025 14:00;I;2;
24-9-2025 15:00;O;7;
24-9-2025 16:00;O;7;
24-9-2025 17:00;O;7;
24-9-2025 18:00;L+I;2;
24-9-2025 19:00;I+L;2;also 8, sport indoors
24-9-2025 20:00;L;8;sport indoors
24-9-2025 21:00;L;8;sport indoors, also 2
24-9-2025 22:00;L+E;2;
24-9-2025 23:00;D;1;
25-9-2025 0:00;D;1;
25-9-2025 1:00;D;1;
25-9-2025 2:00;D;1;
25-9-2025 3:00;D;1;
25-9-2025 4:00;D;1;
25-9-2025 5:00;D;1;
25-9-2025 6:00;D+L;1;
25-9-2025 7:00;L+I;2;
25-9-2025 8:00;O;3;also 4
25-9-2025 9:00;E+L;5;
25-9-2025 10:00;E+L;5;
25-9-2025 11:00;E+L;5;
25-9-2025 12:00;E+L;5;
25-9-2025 13:00;E+L;5;
25-9-2025 14:00;E+L;5;
25-9-2025 15:00;E+L;5;
25-9-2025 16:00;E+L+O;5;also 4
25-9-2025 17:00;O;4;also 4
25-9-2025 18:00;O+I;4;also 2
25-9-2025 19:00;L;2;
25-9-2025 20:00;L+E;2;
25-9-2025 21:00;L;2;
25-9-2025 22:00;L;2;
25-9-2025 23:00;D;1;
26-9-2025 0:00;D;1;
26-9-2025 1:00;D;1;
26-9-2025 2:00;D;1;
26-9-2025 3:00;D;1;
26-9-2025 4:00;D;1;
26-9-2025 5:00;D;1;
26-9-2025 6:00;L;2;
26-9-2025 7:00;L+I;2;
26-9-2025 8:00;O+I;4;also 8, sport indoors
26-9-2025 9:00;;;no glasses
26-9-2025 10:00;;;no glasses
26-9-2025 11:00;O;4;
26-9-2025 12:00;O+E+L;4;also 5
26-9-2025 13:00;E+I;5;
26-9-2025 14:00;E+I+O;5;also 4
26-9-2025 15:00;O;4;
26-9-2025 16:00;O;4;
26-9-2025 17:00;I;2;
26-9-2025 18:00;I;2;
26-9-2025 19:00;L+I+O;2;also 7
26-9-2025 20:00;L+E;2;
26-9-2025 21:00;L+E;2;
26-9-2025 22:00;L+E;2;
26-9-2025 23:00;D;1;
27-9-2025 0:00;D;1;
27-9-2025 1:00;D;1;
27-9-2025 2:00;D;1;
27-9-2025 3:00;D;1;
27-9-2025 4:00;D;1;
27-9-2025 5:00;D;1;
27-9-2025 6:00;D;1;
27-9-2025 7:00;W;1;
27-9-2025 8:00;L+I;2;
27-9-2025 9:00;L+I;2;
27-9-2025 10:00;I+O;3;also 7
27-9-2025 11:00;O;7;
27-9-2025 12:00;I;3;
27-9-2025 13:00;I;2;
27-9-2025 14:00;I;2;
27-9-2025 15:00;I;2;
27-9-2025 16:00;O;4;
27-9-2025 17:00;;;no glasses
27-9-2025 18:00;O;4;
27-9-2025 19:00;I+L;2;blue light on light glasses
27-9-2025 20:00;L;2;
27-9-2025 21:00;L+E;2;
27-9-2025 22:00;L+E;2;
27-9-2025 23:00;L+E;2;
28-9-2025 0:00;D;1;
28-9-2025 1:00;D;1;
28-9-2025 2:00;D;1;
28-9-2025 3:00;D;1;
28-9-2025 4:00;D;1;
28-9-2025 5:00;D;1;
28-9-2025 6:00;D;1;
28-9-2025 7:00;D+L;1;also 2
28-9-2025 8:00;L;2;
28-9-2025 9:00;;;no glasses after red light stopped blinking
28-9-2025 10:00;I;2;
28-9-2025 11:00;I;2;
28-9-2025 12:00;I;2;
28-9-2025 13:00;O;4;
28-9-2025 14:00;O;4;
28-9-2025 15:00;O;4;
28-9-2025 16:00;O+I;4;also 2
28-9-2025 17:00;I;2;
28-9-2025 18:00;I+L;2;
28-9-2025 19:00;;2;
28-9-2025 20:00;L;2;
28-9-2025 21:00;E+L;2;
28-9-2025 22:00;E+L;2;
28-9-2025 23:00;E+D;2;also 1
29-9-2025 0:00;D;1;
29-9-2025 1:00;D;1;
29-9-2025 2:00;D;1;
29-9-2025 3:00;D;1;
29-9-2025 4:00;D;1;
29-9-2025 5:00;D;1;
29-9-2025 6:00;D+L;1;
29-9-2025 7:00;L+I;2;
29-9-2025 8:00;O+I;4;also 8, ?
29-9-2025 9:00;E+L;5;
29-9-2025 10:00;E+L;5;
29-9-2025 11:00;E+L;5;
29-9-2025 12:00;E+I;5;
29-9-2025 13:00;E+I;5;
29-9-2025 14:00;E+I+O;5;also 7
29-9-2025 15:00;O;7;
29-9-2025 16:00;L+O;8;music studio, also 7
29-9-2025 17:00;O;7;
29-9-2025 18:00;O+I;7;also 2
29-9-2025 19:00;L+I;2;
29-9-2025 20:00;L;2;
29-9-2025 21:00;E+L;2;
29-9-2025 22:00;E+L;2;
29-9-2025 23:00;E+L;2;
