timestamp;lightsource;activity;activity_desc
7-7-2025 0:00;;;
7-7-2025 1:00;;;
7-7-2025 2:00;;;
7-7-2025 3:00;;;
7-7-2025 4:00;;;
7-7-2025 5:00;;;
7-7-2025 6:00;;;
7-7-2025 7:00;;;
7-7-2025 8:00;;;
7-7-2025 9:00;;;
7-7-2025 10:00;;;
7-7-2025 11:00;;;
7-7-2025 12:00;;;
7-7-2025 13:00;;;
7-7-2025 14:00;L+I;5;
7-7-2025 15:00;L+I;5;
7-7-2025 16:00;O+L;4;also 3
7-7-2025 17:00;I+O;2;also 6
7-7-2025 18:00;I+E;2;
7-7-2025 19:00;I+D;2;putting child to bed in dark room
7-7-2025 20:00;I+O;2;
7-7-2025 21:00;E+I;5;
7-7-2025 22:00;I+L;5;also 2
7-7-2025 23:00;D+W;1;
8-7-2025 0:00;D;1;
8-7-2025 1:00;D;1;
8-7-2025 2:00;D;1;
8-7-2025 3:00;D;1;
8-7-2025 4:00;D;1;
8-7-2025 5:00;D;1;
8-7-2025 6:00;D;1;
8-7-2025 7:00;D;1;
8-7-2025 8:00;I;2;
8-7-2025 9:00;O+I;3;
8-7-2025 10:00;E+L;5;
8-7-2025 11:00;E+L;5;
8-7-2025 12:00;E+L;5;
8-7-2025 13:00;E+L;5;
8-7-2025 14:00;O;4;also 7
8-7-2025 15:00;O+L;7;
8-7-2025 16:00;O+L;7;also 4
8-7-2025 17:00;O+L;3;also 7, also 4
8-7-2025 18:00;O+L;3;also 4
8-7-2025 19:00;I;2;
8-7-2025 20:00;O+L+I;2;
8-7-2025 21:00;I+E+L;2;
8-7-2025 22:00;I+E+L;2;
8-7-2025 23:00;I+E+L;2;
9-7-2025 0:00;D;;
9-7-2025 1:00;D;1;
9-7-2025 2:00;D;1;
9-7-2025 3:00;D;1;
9-7-2025 4:00;D;1;
9-7-2025 5:00;D;1;
9-7-2025 6:00;D;1;
9-7-2025 7:00;D;1;
9-7-2025 8:00;D;1;
9-7-2025 9:00;D;1;also 2
9-7-2025 10:00;I;2;
9-7-2025 11:00;I;5;
9-7-2025 12:00;I+O;5;
9-7-2025 13:00;I+O;5;
9-7-2025 14:00;I;5;
9-7-2025 15:00;I+O;5;
9-7-2025 16:00;I+O;5;
9-7-2025 17:00;I;5;
9-7-2025 18:00;I+E;2;
9-7-2025 19:00;I+E+L;2;
9-7-2025 20:00;I+E+L;2;
9-7-2025 21:00;I+E+L;2;
9-7-2025 22:00;I+E+L;2;
9-7-2025 23:00;D;1;
10-7-2025 0:00;D;1;
10-7-2025 1:00;D;1;
10-7-2025 2:00;D;1;
10-7-2025 3:00;D;1;
10-7-2025 4:00;D;1;
10-7-2025 5:00;D+I;1;
10-7-2025 6:00;I;1;
10-7-2025 7:00;I;1;also 2
10-7-2025 8:00;D+I+O;2;also 3, also 4
10-7-2025 9:00;O;3;also 4
10-7-2025 10:00;L;5;
10-7-2025 11:00;L;5;
10-7-2025 12:00;O;5;
10-7-2025 13:00;O;5;
10-7-2025 14:00;O;5;
10-7-2025 15:00;L;5;
10-7-2025 16:00;L;5;
10-7-2025 17:00;O+L;4;also 3
10-7-2025 18:00;I+L+O;4;also 2
10-7-2025 19:00;I+O;2;
10-7-2025 20:00;I+D;2;putting child to bed in dark room
10-7-2025 21:00;O+I;2;
10-7-2025 22:00;I+L;5;also 2
10-7-2025 23:00;D+W;1;
11-7-2025 0:00;D;;
11-7-2025 1:00;D;1;
11-7-2025 2:00;D;1;
11-7-2025 3:00;D;1;
11-7-2025 4:00;D;1;
11-7-2025 5:00;D;1;
11-7-2025 6:00;D;1;
11-7-2025 7:00;D;1;
11-7-2025 8:00;D;1;
11-7-2025 9:00;D;1;also 2
11-7-2025 10:00;I+O;4;also 7
11-7-2025 11:00;I+O;4;also 7
11-7-2025 12:00;I+O;4;also 7
11-7-2025 13:00;I+O;4;also 7
11-7-2025 14:00;I+O;4;also 7
11-7-2025 15:00;I+O;4;also 7
11-7-2025 16:00;I+O;4;also 7
11-7-2025 17:00;I+O;4;also 7
11-7-2025 18:00;I+O;4;also 7, not wearing glasses and keycord
11-7-2025 19:00;I+O;4;also 7, not wearing glasses and keycord
11-7-2025 20:00;I+O;4;also 7, not wearing glasses and keycord
11-7-2025 21:00;I+O;4;also 7, not wearing glasses and keycord
11-7-2025 22:00;I+O;4;also 7, not wearing glasses and keycord
11-7-2025 23:00;I+O;4;also 7, not wearing glasses and keycord
12-7-2025 0:00;D;1;
12-7-2025 1:00;D;1;
12-7-2025 2:00;D;1;
12-7-2025 3:00;D;1;
12-7-2025 4:00;D;1;
12-7-2025 5:00;D;1;
12-7-2025 6:00;D;1;
12-7-2025 7:00;I+D;1;
12-7-2025 8:00;I+D;1;
12-7-2025 9:00;I;2;
12-7-2025 10:00;I;2;
12-7-2025 11:00;O;4;also 7
12-7-2025 12:00;O;4;also 7
12-7-2025 13:00;O+I;3;
12-7-2025 14:00;O;7;
12-7-2025 15:00;O;7;
12-7-2025 16:00;O;7;
12-7-2025 17:00;O;7;
12-7-2025 18:00;O;7;
12-7-2025 19:00;O+I;7;also 2
12-7-2025 20:00;I;2;
12-7-2025 21:00;I+L;2;
12-7-2025 22:00;L;2;
12-7-2025 23:00;L;2;
13-7-2025 0:00;D;1;
13-7-2025 1:00;D;1;
13-7-2025 2:00;D;1;
13-7-2025 3:00;D;1;
13-7-2025 4:00;D;1;
13-7-2025 5:00;D;1;
13-7-2025 6:00;D;1;
13-7-2025 7:00;I;1;
13-7-2025 8:00;I+D;1;also 2
13-7-2025 9:00;I;2;
13-7-2025 10:00;I;2;
13-7-2025 11:00;I;2;
13-7-2025 12:00;I;2;
13-7-2025 13:00;I;2;
13-7-2025 14:00;I;2;
13-7-2025 15:00;I;2;
13-7-2025 16:00;I;2;
13-7-2025 17:00;I;2;
13-7-2025 18:00;I;2;
13-7-2025 19:00;I;2;
13-7-2025 20:00;I;2;
13-7-2025 21:00;I;2;
13-7-2025 22:00;I;2;
13-7-2025 23:00;I;2;
14-7-2025 0:00;L;2;
14-7-2025 1:00;D;1;
14-7-2025 2:00;D;1;
14-7-2025 3:00;D;1;
14-7-2025 4:00;D;1;
14-7-2025 5:00;D;1;
14-7-2025 6:00;D;1;
14-7-2025 7:00;D;1;
14-7-2025 8:00;I+D;1;also 2
14-7-2025 9:00;O+L;4;also 5
14-7-2025 10:00;O+L;4;also 5
14-7-2025 11:00;I+L;5;
14-7-2025 12:00;I+L;5;
14-7-2025 13:00;I+L;4;also 5, also 3
14-7-2025 14:00;I+L;5;
14-7-2025 15:00;;;
14-7-2025 16:00;;;
14-7-2025 17:00;;;
14-7-2025 18:00;;;
14-7-2025 19:00;;;
14-7-2025 20:00;;;
14-7-2025 21:00;;;
14-7-2025 22:00;;;
14-7-2025 23:00;;;
