timestamp;lightsource;activity;activity_desc
29-9-2025 0:00;d;1;
29-9-2025 1:00;d;1;
29-9-2025 2:00;d;1;
29-9-2025 3:00;d;1;
29-9-2025 4:00;d;1;
29-9-2025 5:00;d;1;
29-9-2025 6:00;d;1;
29-9-2025 7:00;l+i;1;also 2
29-9-2025 8:00;l+o;2;also 3
29-9-2025 9:00;l+i;5;
29-9-2025 10:00;i+e;5;
29-9-2025 11:00;i+e;5;
29-9-2025 12:00;i+e;5;
29-9-2025 13:00;i+e;5;
29-9-2025 14:00;o+i;7;also 2
29-9-2025 15:00;i+e;5;
29-9-2025 16:00;i+e;5;
29-9-2025 17:00;L+i;5;
29-9-2025 18:00;l;2;
29-9-2025 19:00;l;2;
29-9-2025 20:00;l;2;
29-9-2025 21:00;l;2;
29-9-2025 22:00;d;1;
29-9-2025 23:00;d;1;
30-9-2025 0:00;d;1;
30-9-2025 1:00;d;1;
30-9-2025 2:00;d;1;
30-9-2025 3:00;d;1;
30-9-2025 4:00;d;1;
30-9-2025 5:00;d;1;
30-9-2025 6:00;d;1;
30-9-2025 7:00;d;1;also 2
30-9-2025 8:00;i+o;2;also 4
30-9-2025 9:00;l+i;5;
30-9-2025 10:00;l+i;5;
30-9-2025 11:00;l+i;5;
30-9-2025 12:00;l+i;5;
30-9-2025 13:00;l+i;5;
30-9-2025 14:00;l+o;5;also 4
30-9-2025 15:00;l;2;
30-9-2025 16:00;l+e;5;
30-9-2025 17:00;l+e;5;
30-9-2025 18:00;l;2;
30-9-2025 19:00;l;2;
30-9-2025 20:00;l;2;
30-9-2025 21:00;l;5;
30-9-2025 22:00;d;1;
30-9-2025 23:00;d;1;
1-10-2025 0:00;d;1;
1-10-2025 1:00;d;1;
1-10-2025 2:00;d;1;
1-10-2025 3:00;d;1;
1-10-2025 4:00;d;1;
1-10-2025 5:00;d;1;
1-10-2025 6:00;d;1;
1-10-2025 7:00;d;1;
1-10-2025 8:00;i+o;2;also 4
1-10-2025 9:00;l+i;5;
1-10-2025 10:00;l+i;5;
1-10-2025 11:00;l+i;5;
1-10-2025 12:00;l;5;
1-10-2025 13:00;l;5;
1-10-2025 14:00;l;5;
1-10-2025 15:00;l;5;
1-10-2025 16:00;l;5;
1-10-2025 17:00;l+i;5;
1-10-2025 18:00;l+i;5;also 4
1-10-2025 19:00;l;2;
1-10-2025 20:00;l;2;
1-10-2025 21:00;l;2;
1-10-2025 22:00;d;1;
1-10-2025 23:00;d;1;
2-10-2025 0:00;d;1;
2-10-2025 1:00;d;1;
