timestamp;lightsource;activity;activity_desc
7-7-2025 0:00;;;
7-7-2025 1:00;;;
7-7-2025 2:00;;;
7-7-2025 3:00;;;
7-7-2025 4:00;;;
7-7-2025 5:00;;;
7-7-2025 6:00;;;
7-7-2025 7:00;;;
7-7-2025 8:00;;;
7-7-2025 9:00;;;
7-7-2025 10:00;;;
7-7-2025 11:00;;;
7-7-2025 12:00;;;
7-7-2025 13:00;;;
7-7-2025 14:00;;;
7-7-2025 15:00;;;
7-7-2025 16:00;L+O;5;
7-7-2025 17:00;E+O;3;
7-7-2025 18:00;I;2;
7-7-2025 19:00;I;2;
7-7-2025 20:00;I+E;2;
7-7-2025 21:00;E+D;2;
7-7-2025 22:00;D+W;1;
7-7-2025 23:00;D+W;1;
8-7-2025 0:00;;;
8-7-2025 1:00;;;
8-7-2025 2:00;;;
8-7-2025 3:00;;;
8-7-2025 4:00;;;
8-7-2025 5:00;;;
8-7-2025 6:00;W;1;
8-7-2025 7:00;;;
8-7-2025 8:00;W;1;
8-7-2025 9:00;I;2;
8-7-2025 10:00;I+E;5;
8-7-2025 11:00;O;4;
8-7-2025 12:00;L;5;
8-7-2025 13:00;O;4;
8-7-2025 14:00;I+E;5;
8-7-2025 15:00;I+E;5;
8-7-2025 16:00;I+E;5;
8-7-2025 17:00;I+O;7;
8-7-2025 18:00;I+E;2;
8-7-2025 19:00;I+E;2;
8-7-2025 20:00;E+D;2;
8-7-2025 21:00;E+D;2;
8-7-2025 22:00;W;1;
8-7-2025 23:00;;;
9-7-2025 0:00;;;
9-7-2025 1:00;;;
9-7-2025 2:00;;;
9-7-2025 3:00;;;
9-7-2025 4:00;;;
9-7-2025 5:00;;;
9-7-2025 6:00;;;
9-7-2025 7:00;;;
9-7-2025 8:00;W;1;
9-7-2025 9:00;I+O;3;
9-7-2025 10:00;I+E;5;
9-7-2025 11:00;I+E;5;
9-7-2025 12:00;I+E;5;
9-7-2025 13:00;I+E;5;
9-7-2025 14:00;I+E;5;
9-7-2025 15:00;I+E;5;
9-7-2025 16:00;I+E;5;
9-7-2025 17:00;O;3;
9-7-2025 18:00;I;2;
9-7-2025 19:00;W;1;
9-7-2025 20:00;W;1;
9-7-2025 21:00;L;2;
9-7-2025 22:00;L;2;
9-7-2025 23:00;D;1;
10-7-2025 0:00;;;
10-7-2025 1:00;;;
10-7-2025 2:00;;;
10-7-2025 3:00;;;
10-7-2025 4:00;;;
10-7-2025 5:00;;;
10-7-2025 6:00;;;
10-7-2025 7:00;I;1;
10-7-2025 8:00;I;2;
10-7-2025 9:00;O;3;also 4
10-7-2025 10:00;I+E;5;
10-7-2025 11:00;I+E;5;
10-7-2025 12:00;I+E;5;
10-7-2025 13:00;I+E;5;
10-7-2025 14:00;I+E;5;
10-7-2025 15:00;I+E;5;
10-7-2025 16:00;I;3;also 4
10-7-2025 17:00;O;7;
10-7-2025 18:00;O;7;
10-7-2025 19:00;O;4;
10-7-2025 20:00;I;2;
10-7-2025 21:00;I+E;2;
10-7-2025 22:00;L;2;
10-7-2025 23:00;E+D;1;
11-7-2025 0:00;;;
11-7-2025 1:00;;;
11-7-2025 2:00;;;
11-7-2025 3:00;;;
11-7-2025 4:00;;;
11-7-2025 5:00;;;
11-7-2025 6:00;;;
11-7-2025 7:00;;;
11-7-2025 8:00;I;2;
11-7-2025 9:00;O;3;also 4
11-7-2025 10:00;I+E;5;
11-7-2025 11:00;I+E;5;
11-7-2025 12:00;I+E;5;
11-7-2025 13:00;I+E;5;
11-7-2025 14:00;I+E;5;
11-7-2025 15:00;I+E;5;
11-7-2025 16:00;I+E;5;
11-7-2025 17:00;O;4;
11-7-2025 18:00;I;2;
11-7-2025 19:00;I;2;
11-7-2025 20:00;O;4;
11-7-2025 21:00;O;7;
11-7-2025 22:00;L+E;2;
11-7-2025 23:00;L;2;
12-7-2025 0:00;;;
12-7-2025 1:00;;;
12-7-2025 2:00;;;
12-7-2025 3:00;;;
12-7-2025 4:00;;;
12-7-2025 5:00;;;
12-7-2025 6:00;;;
12-7-2025 7:00;;;
12-7-2025 8:00;;;
12-7-2025 9:00;;;
12-7-2025 10:00;I;1;
12-7-2025 11:00;I+O;2;
12-7-2025 12:00;O;7;
12-7-2025 13:00;O;7;
12-7-2025 14:00;O;4;
12-7-2025 15:00;I;2;
12-7-2025 16:00;I;2;
12-7-2025 17:00;O;4;
12-7-2025 18:00;I;2;
12-7-2025 19:00;I;2;
12-7-2025 20:00;I+E;2;
12-7-2025 21:00;I+E;2;
12-7-2025 22:00;L;2;
12-7-2025 23:00;L+D;1;
13-7-2025 0:00;;;
13-7-2025 1:00;;;
13-7-2025 2:00;;;
13-7-2025 3:00;;;
13-7-2025 4:00;;;
13-7-2025 5:00;;;
13-7-2025 6:00;;;
13-7-2025 7:00;;;
13-7-2025 8:00;;;
13-7-2025 9:00;I;2;
13-7-2025 10:00;I;2;
13-7-2025 11:00;I+O;2;also 4
13-7-2025 12:00;I+E;2;
13-7-2025 13:00;I;2;
13-7-2025 14:00;I+O;2;also 4
13-7-2025 15:00;I;2;
13-7-2025 16:00;I;2;
13-7-2025 17:00;O;2;
13-7-2025 18:00;I;2;
13-7-2025 19:00;I+E;2;
13-7-2025 20:00;I;2;
13-7-2025 21:00;I+E;2;
13-7-2025 22:00;L+E;2;
13-7-2025 23:00;D;1;
14-7-2025 0:00;;;
14-7-2025 1:00;;;
14-7-2025 2:00;;;
14-7-2025 3:00;;;
14-7-2025 4:00;;;
14-7-2025 5:00;;;
14-7-2025 6:00;I;2;
14-7-2025 7:00;I+O;2;also 3
14-7-2025 8:00;O;3;
14-7-2025 9:00;L+E;5;
14-7-2025 10:00;L+E;5;
14-7-2025 11:00;L+E;5;
14-7-2025 12:00;;;
14-7-2025 13:00;;;
14-7-2025 14:00;;;
14-7-2025 15:00;;;
14-7-2025 16:00;;;
14-7-2025 17:00;;;
14-7-2025 18:00;;;
14-7-2025 19:00;;;
14-7-2025 20:00;;;
14-7-2025 21:00;;;
14-7-2025 22:00;;;
14-7-2025 23:00;;;
