timestamp;lightsource;activity;activity_desc
12-5-2025 0:00;;;
12-5-2025 1:00;;;
12-5-2025 2:00;;;
12-5-2025 3:00;;;
12-5-2025 4:00;;;
12-5-2025 5:00;;;
12-5-2025 6:00;;;
12-5-2025 7:00;;;
12-5-2025 8:00;;;
12-5-2025 9:00;;;
12-5-2025 10:00;;;
12-5-2025 11:00;;;
12-5-2025 12:00;;;
12-5-2025 13:00;L+I+E;5;
12-5-2025 14:00;L+I+E;5;
12-5-2025 15:00;L+I+E;5;
12-5-2025 16:00;L+I+E;5;
12-5-2025 17:00;L+I+E;5;
12-5-2025 18:00;I+L+E;5;
12-5-2025 19:00;I+L;3;also 2
12-5-2025 20:00;I+L+E;2;
12-5-2025 21:00;L+E;2;
12-5-2025 22:00;D;1;
12-5-2025 23:00;D;1;
13-5-2025 0:00;D;1;
13-5-2025 1:00;D;1;
13-5-2025 2:00;D;1;
13-5-2025 3:00;D;1;
13-5-2025 4:00;D;1;
13-5-2025 5:00;D;1;
13-5-2025 6:00;I;1;
13-5-2025 7:00;I;2;
13-5-2025 8:00;I+L+E;3;also 5
13-5-2025 9:00;I+L+E;5;
13-5-2025 10:00;I+L+E;5;
13-5-2025 11:00;I+L+E;5;
13-5-2025 12:00;O+L;6;also 5
13-5-2025 13:00;I+E+L;5;
13-5-2025 14:00;I+E+L;5;
13-5-2025 15:00;I+E+L;5;
13-5-2025 16:00;I+E+L;5;
13-5-2025 17:00;I;3;also 2
13-5-2025 18:00;I;2;
13-5-2025 19:00;I;2;
13-5-2025 20:00;O;8;sport outdoors
13-5-2025 21:00;I;3;also 2
13-5-2025 22:00;D;1;
13-5-2025 23:00;D;1;
14-5-2025 0:00;D;1;
14-5-2025 1:00;D;1;
14-5-2025 2:00;D;1;
14-5-2025 3:00;D;1;
14-5-2025 4:00;D;1;
14-5-2025 5:00;D;1;
14-5-2025 6:00;I;1;
14-5-2025 7:00;I;2;
14-5-2025 8:00;I+E+L;3;also 5
14-5-2025 9:00;I+E+L;5;
14-5-2025 10:00;I+E+L;5;
14-5-2025 11:00;I+E+L;5;
14-5-2025 12:00;O+L;6;also 5
14-5-2025 13:00;I+E+L;5;
14-5-2025 14:00;I+E+L;5;
14-5-2025 15:00;I+E+L;5;
14-5-2025 16:00;I+E+L;5;
14-5-2025 17:00;I;3;also 2
14-5-2025 18:00;I;2;
14-5-2025 19:00;I+E;2;
14-5-2025 20:00;I+E;2;
14-5-2025 21:00;I+E;2;
14-5-2025 22:00;D;1;
14-5-2025 23:00;D;1;
15-5-2025 0:00;D;1;
15-5-2025 1:00;D;1;
15-5-2025 2:00;D;1;
15-5-2025 3:00;D;1;
15-5-2025 4:00;D;1;
15-5-2025 5:00;D;1;
15-5-2025 6:00;I;1;
15-5-2025 7:00;I;2;
15-5-2025 8:00;I+E+L;3;also 5
15-5-2025 9:00;I+E+L;5;
15-5-2025 10:00;I+E+L;5;
15-5-2025 11:00;I+E+L;5;
15-5-2025 12:00;I+E+L;3;also 5
15-5-2025 13:00;I+E;2;
15-5-2025 14:00;O;8;sport outdoors
15-5-2025 15:00;O+I+L;3;"also 8; store"
15-5-2025 16:00;O+I+L;8;
15-5-2025 17:00;O+I+L;8;
15-5-2025 18:00;O+I+L;8;
15-5-2025 19:00;O+I+L;8;also 3
15-5-2025 20:00;I;2;
15-5-2025 21:00;I;2;
15-5-2025 22:00;D;1;
15-5-2025 23:00;D;1;
16-5-2025 0:00;D;1;
16-5-2025 1:00;D;1;
16-5-2025 2:00;D;1;
16-5-2025 3:00;D;1;
16-5-2025 4:00;D;1;
16-5-2025 5:00;D;1;
16-5-2025 6:00;I;1;
16-5-2025 7:00;I;2;
16-5-2025 8:00;I+E+L;3;also 5
16-5-2025 9:00;I+E+L;5;
16-5-2025 10:00;I+E+L;5;
16-5-2025 11:00;I+E+L;5;
16-5-2025 12:00;I+E+L;5;
16-5-2025 13:00;I+E+L;5;also 3
16-5-2025 14:00;I;2;
16-5-2025 15:00;O;8;sport outdoors
16-5-2025 16:00;L;8;shower
16-5-2025 17:00;I+E;5;
16-5-2025 18:00;I+E;5;also 2
16-5-2025 19:00;I+E;5;also 2
16-5-2025 20:00;I+E;2;
16-5-2025 21:00;I;2;
16-5-2025 22:00;D;1;
16-5-2025 23:00;D;1;
17-5-2025 0:00;D;1;
17-5-2025 1:00;D;1;
17-5-2025 2:00;D;1;
17-5-2025 3:00;D;1;
17-5-2025 4:00;D;1;
17-5-2025 5:00;D;1;
17-5-2025 6:00;I;1;
17-5-2025 7:00;I+E;5;
17-5-2025 8:00;I+E;5;
17-5-2025 9:00;I;2;
17-5-2025 10:00;I;2;
17-5-2025 11:00;O;7;
17-5-2025 12:00;O;7;
17-5-2025 13:00;I;2;
17-5-2025 14:00;I+E;5;
17-5-2025 15:00;I+E;5;
17-5-2025 16:00;I;2;
17-5-2025 17:00;I;2;
