timestamp;lightsource;activity;activity_desc
31-3-2025 0:00;;;
31-3-2025 1:00;;;
31-3-2025 2:00;;;
31-3-2025 3:00;;;
31-3-2025 4:00;;;
31-3-2025 5:00;;;
31-3-2025 6:00;;;
31-3-2025 7:00;;;
31-3-2025 8:00;;;
31-3-2025 9:00;;;
31-3-2025 10:00;;;
31-3-2025 11:00;;;
31-3-2025 12:00;L+E;5;
31-3-2025 13:00;O+L;3;also 4, also 5
31-3-2025 14:00;L+I;5;
31-3-2025 15:00;L+I;5;
31-3-2025 16:00;L+I;5;
31-3-2025 17:00;L+I+O;5;also 4
31-3-2025 18:00;O+L;8;store, also 4
31-3-2025 19:00;E+I;2;also 5
31-3-2025 20:00;I+L;2;
31-3-2025 21:00;L+E;2;
31-3-2025 22:00;L+E;2;
31-3-2025 23:00;L+E;2;
1-4-2025 0:00;D;1;
1-4-2025 1:00;D;1;
1-4-2025 2:00;D;1;
1-4-2025 3:00;D;1;
1-4-2025 4:00;D;1;
1-4-2025 5:00;D+E;1;also 2
1-4-2025 6:00;D+E;1;also 2
1-4-2025 7:00;D+E;1;also 2
1-4-2025 8:00;I+L;2;
1-4-2025 9:00;I+O;5;also 4
1-4-2025 10:00;I;5;
1-4-2025 11:00;I;5;
1-4-2025 12:00;I;5;also 6
1-4-2025 13:00;I;5;also 6
1-4-2025 14:00;I+O;4;also 5
1-4-2025 15:00;I;5;
1-4-2025 16:00;I;5;
1-4-2025 17:00;I+O;5;also 4
1-4-2025 18:00;I+L;2;
1-4-2025 19:00;I+L;2;
1-4-2025 20:00;I+L;2;
1-4-2025 21:00;L+E;2;
1-4-2025 22:00;L+E;2;
1-4-2025 23:00;L+E;2;
2-4-2025 0:00;D;1;
2-4-2025 1:00;D;1;
2-4-2025 2:00;D;1;
2-4-2025 3:00;D+E;1;also 2
2-4-2025 4:00;D+E;2;
2-4-2025 5:00;D+E;2;
2-4-2025 6:00;D+I;1;
2-4-2025 7:00;I;1;also 2
2-4-2025 8:00;I;2;also 4
2-4-2025 9:00;O+L;5;
2-4-2025 10:00;L+I;5;
2-4-2025 11:00;L+I;5;
2-4-2025 12:00;L+I;5;
2-4-2025 13:00;L+I;5;
2-4-2025 14:00;L+I;5;
2-4-2025 15:00;L+I;5;
2-4-2025 16:00;L+I;5;
2-4-2025 17:00;O+L;4;also 7
2-4-2025 18:00;L+D;2;
2-4-2025 19:00;L+I;2;
2-4-2025 20:00;L;2;
2-4-2025 21:00;L;2;
2-4-2025 22:00;L;2;
2-4-2025 23:00;D;2;
3-4-2025 0:00;D;1;
3-4-2025 1:00;D;1;
3-4-2025 2:00;D;1;
3-4-2025 3:00;D;1;
3-4-2025 4:00;D;1;
3-4-2025 5:00;D+E;1;also 2
3-4-2025 6:00;D+E;1;also 2
3-4-2025 7:00;I+D+E;1;also 2
3-4-2025 8:00;I+E;2;
3-4-2025 9:00;L+E;5;
3-4-2025 10:00;L+E;5;
3-4-2025 11:00;L+E;5;
3-4-2025 12:00;O+L+E;5;
3-4-2025 13:00;L+E;5;
3-4-2025 14:00;O+L;5;also 6
3-4-2025 15:00;L+E;5;
3-4-2025 16:00;L+E;5;
3-4-2025 17:00;L+E+O;5;also 4
3-4-2025 18:00;L;4;also 8, restaurant
3-4-2025 19:00;L;8;restaurant
3-4-2025 20:00;E;8;movie theater
3-4-2025 21:00;E;8;movie theater
3-4-2025 22:00;E;8;movie theater
3-4-2025 23:00;L;4;also 2
4-4-2025 0:00;L+E;2;
4-4-2025 1:00;L+E;2;
4-4-2025 2:00;L+E;2;
4-4-2025 3:00;L+E;2;
4-4-2025 4:00;D;1;
4-4-2025 5:00;D;1;
4-4-2025 6:00;D;1;
4-4-2025 7:00;D+I;1;
4-4-2025 8:00;D+I;1;
4-4-2025 9:00;I;1;also 2
4-4-2025 10:00;I;2;
4-4-2025 11:00;L;8;store
4-4-2025 12:00;O;7;
4-4-2025 13:00;O;7;
4-4-2025 14:00;O;7;
4-4-2025 15:00;O;7;
4-4-2025 16:00;O+I;7;also 2
4-4-2025 17:00;I+O;3;
4-4-2025 18:00;L+O;3;also 8, restaurant
4-4-2025 19:00;L+O;3;also 8, restaurant
4-4-2025 20:00;L+E;8;concert
4-4-2025 21:00;L+E;8;concert
4-4-2025 22:00;L+E;8;concert
4-4-2025 23:00;S;3;
5-4-2025 0:00;D;1;
5-4-2025 1:00;D;1;
5-4-2025 2:00;D;1;
5-4-2025 3:00;D;1;
5-4-2025 4:00;D;1;
5-4-2025 5:00;D+E;1;also 2
5-4-2025 6:00;D+E;1;also 2
5-4-2025 7:00;D+E;1;also 2
5-4-2025 8:00;D+E;1;also 2
5-4-2025 9:00;I+E;2;
5-4-2025 10:00;I+E;2;
5-4-2025 11:00;I+E;2;
5-4-2025 12:00;I+E;2;
5-4-2025 13:00;I+O;2;also 4
5-4-2025 14:00;O;7;
5-4-2025 15:00;O;7;
5-4-2025 16:00;I;2;house party
5-4-2025 17:00;I+E;2;house party
5-4-2025 18:00;I+E;2;house party
5-4-2025 19:00;I+E;2;house party
5-4-2025 20:00;L;2;house party
5-4-2025 21:00;L;2;house party
5-4-2025 22:00;L;2;house party
5-4-2025 23:00;L;2;house party
6-4-2025 0:00;L;2;house party
6-4-2025 1:00;L;2;house party
6-4-2025 2:00;L;2;house party
6-4-2025 3:00;D;1;
6-4-2025 4:00;D;1;
6-4-2025 5:00;D;1;
6-4-2025 6:00;D;1;
6-4-2025 7:00;D+I;1;
6-4-2025 8:00;D+I;1;also 2
6-4-2025 9:00;D+I;1;also 2
6-4-2025 10:00;I+E;2;
6-4-2025 11:00;L+O;8;sports indoor, also 3
6-4-2025 12:00;L;8;sports indoor
6-4-2025 13:00;I+O;2;also 3
6-4-2025 14:00;I+O;2;also 7
6-4-2025 15:00;I+O;2;also 7
6-4-2025 16:00;I+E;2;
6-4-2025 17:00;I+E;2;
6-4-2025 18:00;I+E;2;
6-4-2025 19:00;I+E;2;
6-4-2025 20:00;L+E;2;
6-4-2025 21:00;L+E;2;
6-4-2025 22:00;L+E;2;
6-4-2025 23:00;L+E;2;
7-4-2025 0:00;O+E;2;also 1
7-4-2025 1:00;O;1;
7-4-2025 2:00;O;1;
7-4-2025 3:00;O;1;
7-4-2025 4:00;O;1;also 2
7-4-2025 5:00;O;1;
7-4-2025 6:00;O+E;1;also 2
7-4-2025 7:00;I;2;
7-4-2025 8:00;I+L;2;also 3, also 4
7-4-2025 9:00;L+I;5;
7-4-2025 10:00;L+I;5;
7-4-2025 11:00;;5;
7-4-2025 12:00;;;
7-4-2025 13:00;;;
7-4-2025 14:00;;;
7-4-2025 15:00;;;
7-4-2025 16:00;;;
7-4-2025 17:00;;;
7-4-2025 18:00;;;
7-4-2025 19:00;;;
7-4-2025 20:00;;;
7-4-2025 21:00;;;
7-4-2025 22:00;;;
7-4-2025 23:00;;;
