record_id,redcap_repeat_instrument,redcap_repeat_instance,redcap_survey_identifier,form_1_timestamp,form_1_complete,wear_log_timestamp,wearlog_type,wearlog_event,wearlog_off,reason,wearlog_on,wearlog_bed,radius,wearlog_bag,wearlog_place,wearlog_motion,wearlog_past,wearlog_bp,wearlog_past_off,wearlog_past_on,wearlog_past_sleep,radius_past_time,radius_past,radius_past_back,wearlog_past_bag,wearlog_past_location,wearlog_past_motion,uuid,startdate,enddate,scheduledate,status,supplementaldata,serializedresult,wear_log_complete
THUAS_S014,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THUAS_S014,wear_log,1.0,,,,,0.0,1.0,,,2025-07-08 07:59,,,,,,,,,,,,,,,,,C1A75F40-5BC2-11F0-8E22-3D2BB8087FAC,2025-07-08 08:14:07,2025-07-08 08:14:50,,1.0,"{    ""devicemanufacturer"": ""Apple"",    ""deviceplatform"": ""iOS"",    ""deviceversion"": ""18.5"",    ""syncdate"": ""2025-07-08 14:54:25.324046"",    ""utcTime"": ""2025-07-08 06:14:07.924750Z"",    ""projectLanguageSelected"": ""en-US"",    ""timezone"": ""CEST"",    ""appversion"": ""2.3.5"",    ""buildnumber"": ""180"",    ""configversion"": ""4"",    ""devicemodel"": ""iPhone13,2"",    ""percentComplete"": ""15""  }",result.zip,0.0
THUAS_S014,wear_log,2.0,,,,,0.0,0.0,2025-07-08 14:31,1.0,,,,0.0,kitchen table ,0.0,,,,,,,,,,,,F9A92990-5BFA-11F0-8E22-3D2BB8087FAC,2025-07-08 14:56:33,2025-07-08 14:57:28,,1.0,"{    ""devicemanufacturer"": ""Apple"",    ""deviceplatform"": ""iOS"",    ""deviceversion"": ""18.5"",    ""syncdate"": ""2025-07-08 14:57:29"",    ""utcTime"": ""2025-07-08 12:56:33.705499Z"",    ""projectLanguageSelected"": ""en-US"",    ""timezone"": ""CEST"",    ""appversion"": ""2.3.5"",    ""buildnumber"": ""180"",    ""configversion"": ""4"",    ""devicemodel"": ""iPhone13,2"",    ""percentComplete"": ""34""  }",result.zip,0.0
THUAS_S014,wear_log,3.0,,,,,0.0,1.0,,,2025-07-08 20:06,,,,,,0.0,1.0,2025-07-08 18:03,,,,,,0.0,bed drawer,0.0,630AD6A0-5C27-11F0-BA80-3119CBC1D8AF,2025-07-08 20:14:28,2025-07-08 20:15:58,,1.0,"{    ""devicemanufacturer"": ""Apple"",    ""deviceplatform"": ""iOS"",    ""deviceversion"": ""18.5"",    ""syncdate"": ""2025-07-08 20:15:58"",    ""utcTime"": ""2025-07-08 18:14:28.362067Z"",    ""projectLanguageSelected"": ""en-US"",    ""timezone"": ""CEST"",    ""appversion"": ""2.3.5"",    ""buildnumber"": ""180"",    ""configversion"": ""4"",    ""devicemodel"": ""iPhone13,2"",    ""percentComplete"": ""43""  }",result.zip,0.0
THUAS_S014,wear_log,4.0,,,,,1.0,,,,,,,,,,0.0,1.0,2025-07-08 18:02,,,,,,0.0,on the drawer ,0.0,5199DA50-5C28-11F0-BA80-3119CBC1D8AF,2025-07-08 20:21:08,2025-07-08 20:21:54,,1.0,"{    ""devicemanufacturer"": ""Apple"",    ""deviceplatform"": ""iOS"",    ""deviceversion"": ""18.5"",    ""syncdate"": ""2025-07-08 20:21:55"",    ""utcTime"": ""2025-07-08 18:21:08.597382Z"",    ""projectLanguageSelected"": ""en-US"",    ""timezone"": ""CEST"",    ""appversion"": ""2.3.5"",    ""buildnumber"": ""180"",    ""configversion"": ""4"",    ""devicemodel"": ""iPhone13,2"",    ""percentComplete"": ""34""  }",result.zip,0.0
THUAS_S014,wear_log,5.0,,,,,0.0,0.0,2025-07-08 21:39,4.0,,,,0.0,on the drawer,0.0,,,,,,,,,,,,38758A00-5C33-11F0-BA80-3119CBC1D8AF,2025-07-08 21:39:10,2025-07-08 21:40:23,,1.0,"{    ""devicemanufacturer"": ""Apple"",    ""deviceplatform"": ""iOS"",    ""deviceversion"": ""18.5"",    ""syncdate"": ""2025-07-08 21:40:24"",    ""utcTime"": ""2025-07-08 19:39:10.880310Z"",    ""projectLanguageSelected"": ""en-US"",    ""timezone"": ""CEST"",    ""appversion"": ""2.3.5"",    ""buildnumber"": ""180"",    ""configversion"": ""4"",    ""devicemodel"": ""iPhone13,2"",    ""percentComplete"": ""34""  }",result.zip,0.0
THUAS_S014,wear_log,6.0,,,,,0.0,0.0,2025-07-09 08:30,1.0,,,,0.0,table,0.0,,,,,,,,,,,,97685AD0-5C90-11F0-A561-B5E602686359,2025-07-09 08:47:33,2025-07-09 08:48:13,,1.0,"{    ""devicemanufacturer"": ""Apple"",    ""deviceplatform"": ""iOS"",    ""deviceversion"": ""18.5"",    ""syncdate"": ""2025-07-09 08:48:14"",    ""utcTime"": ""2025-07-09 06:47:33.372906Z"",    ""projectLanguageSelected"": ""en-US"",    ""timezone"": ""CEST"",    ""appversion"": ""2.3.5"",    ""buildnumber"": ""180"",    ""configversion"": ""4"",    ""devicemodel"": ""iPhone13,2"",    ""percentComplete"": ""34""  }",result.zip,0.0
THUAS_S014,wear_log,7.0,,,,,0.0,1.0,,,2025-07-09 17:03,,,,,,,,,,,,,,,,,E252EC00-5CD5-11F0-BDD9-93CA9B1943AA,2025-07-09 17:03:34,2025-07-09 17:03:56,,1.0,"{    ""devicemanufacturer"": ""Apple"",    ""deviceplatform"": ""iOS"",    ""deviceversion"": ""18.5"",    ""syncdate"": ""2025-07-09 17:03:57"",    ""utcTime"": ""2025-07-09 15:03:34.336308Z"",    ""projectLanguageSelected"": ""en-US"",    ""timezone"": ""CEST"",    ""appversion"": ""2.3.5"",    ""buildnumber"": ""180"",    ""configversion"": ""4"",    ""devicemodel"": ""iPhone13,2"",    ""percentComplete"": ""15""  }",result.zip,0.0
THUAS_S014,wear_log,8.0,,,,,1.0,,,,,,,,,,0.0,1.0,2025-07-09 16:43,,,,,,0.0,on the table,0.0,F614E7C0-5CD5-11F0-BDD9-93CA9B1943AA,2025-07-09 17:04:07,2025-07-09 17:04:50,,1.0,"{    ""devicemanufacturer"": ""Apple"",    ""deviceplatform"": ""iOS"",    ""deviceversion"": ""18.5"",    ""syncdate"": ""2025-07-09 17:04:51"",    ""utcTime"": ""2025-07-09 15:04:07.484525Z"",    ""projectLanguageSelected"": ""en-US"",    ""timezone"": ""CEST"",    ""appversion"": ""2.3.5"",    ""buildnumber"": ""180"",    ""configversion"": ""4"",    ""devicemodel"": ""iPhone13,2"",    ""percentComplete"": ""34""  }",result.zip,0.0
THUAS_S014,wear_log,9.0,,,,,0.0,0.0,2025-07-09 19:34,0.0,,,,0.0,on the drawer,0.0,,,,,,,,,,,,EF83F2B0-5CEA-11F0-A5EB-4D0161A03739,2025-07-09 19:34:15,2025-07-09 19:34:48,,1.0,"{    ""devicemanufacturer"": ""Apple"",    ""deviceplatform"": ""iOS"",    ""deviceversion"": ""18.5"",    ""syncdate"": ""2025-07-09 19:34:48"",    ""utcTime"": ""2025-07-09 17:34:15.899728Z"",    ""projectLanguageSelected"": ""en-US"",    ""timezone"": ""CEST"",    ""appversion"": ""2.3.5"",    ""buildnumber"": ""180"",    ""configversion"": ""4"",    ""devicemodel"": ""iPhone13,2"",    ""percentComplete"": ""34""  }",result.zip,0.0
